CO_PER_ROL,YEAR,CUSIP,CONAME,EXEC_FNAME,EXEC_LNAME,TWITTER,T_NAME,Search Date,company related,personal related,Note,
55278,2017,51654410,LANTHEUS HOLDINGS INC,Mary,Heino,X,X,2018/12/8,X,X,,
35740,2017,51794210,LASALLE HOTEL PROPERTIES,Michael,Barnello,X,X,2018/12/8,X,X,,
44132,2017,51841510,LATTICE SEMICONDUCTOR CORP,Darin,Billerbeck,X,X,2018/12/8,X,X,,
38263,2017,51843910,LAUDER (ESTEE) COS INC -CL A,Fabrizio,Freda,X,X,2018/12/8,X,X,,
47038,2017,52077610,LAWSON PRODUCTS,Michael,DeCata,X,X,2018/12/11,X,X,,
31113,2017,50189K10,LCI INDUSTRIES,Jason,Lippert,https://twitter.com/JasonDLippert,JasonDLippert,2018/12/11,18,2,,
35342,2017,52186520,LEAR CORP,Matthew,Simoncini,X,X,2018/12/11,X,X,,
32065,2017,52376810,LEE ENTERPRISES INC,Kevin,Mowbray,X,X,2018/12/11,X,X,,
47453,2017,52471Y10,LEGACY TEX FINANCIAL GRP INC,Kevin,Hanigan,X,X,2018/12/11,X,X,,
25720,2017,52490110,LEGG MASON INC,Joseph,Sullivan,X,X,2018/12/11,X,X,,
25064,2017,52466010,LEGGETT & PLATT INC,Karl,Glassman,X,X,2018/12/11,X,X,,
50974,2017,52532710,LEIDOS HOLDINGS INC,Roger,Krone,X,X,2018/12/11,X,X,,
55417,2017,52555820,LEMAITRE VASCULAR INC,George,LeMaitre,X,X,2018/12/11,X,X,,
51515,2017,52603B10,LENDINGTREE INC,Douglas,Lebda,https://twitter.com/DougLebda,DougLebda,2018/12/11,20,0,,
11504,2017,52605710,LENNAR CORP,Stuart,Miller,X,X,2018/12/11,X,X,,
34843,2017,52610710,LENNOX INTERNATIONAL INC,Todd,Bluedorn,X,X,2018/12/11,X,X,,
26286,2017,52904310,LEXINGTON REALTY TRUST,T.,Eglin,X,X,2018/12/11,X,X,,
53640,2017,50187T10,LGI HOMES INC,Eric,Lipar,X,X,2018/12/11,X,X,,
34850,2017,50187A10,LHC GROUP INC,Keith,Myers,X,X,2018/12/11,X,X,,
54886,2017,52989810,LIBBEY INC,William,Foley,X,X,2018/12/11,X,X,,
36098,2017,53117210,LIBERTY PROPERTY TRUST,William,Hankowsky,X,X,2018/12/11,X,X,,
36431,2017,53223X10,LIFE STORAGE INC,David,Rogers,X,X,2018/12/11,X,X,,
22395,2017,53219L10,LIFEPOINT HEALTH INC,William,Carpenter,X,X,2018/12/11,X,X,,
57001,2017,53245710,LILLY (ELI) & CO,David,Ricks,X,X,2018/12/11,X,X,,
44605,2017,53353510,LINCOLN EDUCATIONAL SERVICES,Scott,Shaw,X,X,2018/12/11,X,X,,
45205,2017,53390010,LINCOLN ELECTRIC HLDGS INC,Christopher,Mapes,X,X,2018/12/11,X,X,,
32390,2017,53418710,LINCOLN NATIONAL CORP,Dennis,Glass,X,X,2018/12/11,X,X,,
20831,2017,53555510,LINDSAY CORP,Richard,Parod,X,X,2018/12/11,X,X,,
43015,2017,53635B10,LIQUIDITY SERVICES INC,William,Angrick,https://twitter.com/bill_angrick,bill_angrick,2018/12/11,16,4,,
34863,2017,53679710,LITHIA MOTORS INC -CL A,Bryan,DeBoer,X,X,2018/12/11,X,X,,
30556,2017,53700810,LITTELFUSE INC,David,Heinzmann,X,X,2018/12/11,X,X,,
55311,2017,G5509L10,LIVANOVA PLC,Damien,McDonald,X,X,2018/12/11,X,X,,
36297,2017,53803410,LIVE NATION ENTERTAINMENT,Michael,Rapino,https://twitter.com/rapino99,rapino99,2018/12/11,20,0,,
44266,2017,53814610,LIVEPERSON INC,Robert,LoCascio,https://twitter.com/RobLoCascio,RobLoCascio,2018/12/11,17,3,,
52310,2017,50188920,LKQ CORP,Dominick,Zarcone,X,X,2018/12/11,X,X,,
43351,2017,53983010,LOCKHEED MARTIN CORP,Marillyn,Hewson,X,X,2018/12/11,X,X,,
4838,2017,54042410,LOEWS CORP,James,Tisch,X,X,2018/12/11,X,X,,
49214,2017,54142L10,LOGMEIN INC,William,Wagner,https://twitter.com/B_Wagner,B_Wagner,2018/12/11,14,6,,
46707,2017,54634710,LOUISIANA-PACIFIC CORP,William,Southern,X,X,2018/12/11,X,X,,
27559,2017,54866110,LOWE'S COMPANIES INC,Robert,Niblock,X,X,2018/12/11,X,X,,
53168,2017,50216010,LSB INDUSTRIES INC,Daniel,Greenwell,X,X,2018/12/11,X,X,,
54320,2017,50218P10,LSC COMMUNICATIONS INC,Thomas,Quinlan,X,X,2018/12/11,X,X,,
30694,2017,50217510,LTC PROPERTIES INC,Wendy,Simpson,X,X,2018/12/11,X,X,,
23304,2017,54928210,LUBYS INC,Christopher,Pappas,X,X,2018/12/11,X,X,,
51616,2017,55024U10,LUMENTUM HOLDINGS INC,Alan,Lowe,X,X,2018/12/11,X,X,,
50906,2017,5.50E+14,LUMINEX CORP,Nachum,Shamir,X,X,2018/12/11,X,X,,
34872,2017,55081910,LYDALL INC,Dale,Barnhart,X,X,2018/12/11,X,X,,
46408,2017,N5374510,LYONDELLBASELL INDUSTRIES NV,Bhavesh,Patel,X,X,2018/12/11,X,X,,
10867,2017,55261F10,M & T BANK CORP,Robert,Wilmers,X,X,2018/12/11,X,X,,
29885,2017,55305B10,M/I HOMES INC,Robert,Schottenstein,X,X,2018/12/11,X,X,,
29722,2017,55438210,MACERICH CO,Arthur,Coppola,X,X,2018/12/11,X,X,,
53264,2017,55448910,MACK-CALI REALTY CORP,Michael,DeMarco,X,X,2018/12/11,X,X,,
47005,2017,55616P10,MACY'S INC,Jeffrey,Gennette,X,X,2018/12/11,X,X,,
42811,2017,55626910,MADDEN STEVEN LTD,Edward,Rosenfeld,X,X,2018/12/11,X,X,,
48695,2017,55907920,MAGELLAN HEALTH INC,Barry,Smith,X,X,2018/12/11,X,X,,
53810,2017,G5753U11,MAIDEN HOLDINGS LTD,Arturo,Raschbaum,X,X,2018/12/11,X,X,,
42411,2017,56275010,MANHATTAN ASSOCIATES INC,Eddie,Capel,X,X,2018/12/11,X,X,,
54129,2017,56357140,MANITOWOC CO,Barry,Pennypacker,X,X,2018/12/11,X,X,,
37869,2017,56377120,MANNATECH INC,Alfredo,Bala,https://twitter.com/albala,albala,2018/12/11,7,4,????????fb?????????company or personal related,
34053,2017,56418H10,MANPOWERGROUP,Jonas,Prising,https://twitter.com/JonasPrising,JonasPrising,2018/12/11,20,0,,
36305,2017,56456310,MANTECH INTL CORP,George,Pedersen,X,X,2018/12/11,X,X,,
48429,2017,56584910,MARATHON OIL CORP,Lee,Tillman,X,X,2018/12/11,X,X,,
44695,2017,56585A10,MARATHON PETROLEUM CORP,Gary,Heminger,X,X,2018/12/11,X,X,,
29848,2017,56633010,MARCUS CORP,Gregory,Marcus,https://twitter.com/GregorySMarcus,GregorySMarcus,2018/12/11,X,X,???,
33141,2017,56790810,MARINEMAX INC,William,McGill,X,X,2018/12/11,X,X,,
46389,2017,57060D10,MARKETAXESS HOLDINGS INC,Richard,McVey,X,X,2018/12/11,X,X,,
21212,2017,57190320,MARRIOTT INTL INC,Arne,Sorenson,X,X,2018/12/11,X,X,,
44963,2017,57164Y10,MARRIOTT VACATIONS WORLDWIDE,Stephen,Weisz,X,X,2018/12/11,X,X,,
37202,2017,57174810,MARSH & MCLENNAN COS,Daniel,Glaser,X,X,2018/12/11,X,X,,
51350,2017,57307510,MARTEN TRANSPORT LTD,Randolph,Marten,X,X,2018/12/11,X,X,,
34799,2017,57328410,MARTIN MARIETTA MATERIALS,C.,Nye,X,X,2018/12/11,X,X,,
50551,2017,57459910,MASCO CORP,Keith,Allman,X,X,2018/12/11,X,X,,
24684,2017,57632310,MASTEC INC,Jos,Mas,https://twitter.com/JoseRMas,JoseRMas,2018/12/11,20,0,,
42454,2017,57636Q10,MASTERCARD INC,Ajaypal,Banga,X,X,2018/12/11,X,X,,
55540,2017,57648520,MATADOR RESOURCES CO,Joseph,Foran,X,X,2018/12/11,X,X,,
59859,2017,57669010,MATERION CORP,Jugal,Vijayvargiya,X,X,2018/12/11,X,X,,
44749,2017,57685310,MATRIX SERVICE CO,John,Hewitt,X,X,2018/12/11,X,X,,
26876,2017,57686G10,MATSON INC,Matthew,Cox,X,X,2018/12/13,X,X,,
59947,2017,57708110,MATTEL INC,Mary Margaret,Georgiadis,X,X,2018/12/13,X,X,,
19836,2017,57709710,MATTERSIGHT CORP,Kelly,Conway,X,X,2018/12/13,X,X,,
33890,2017,57712810,MATTHEWS INTL CORP -CL A,Joseph,Bartolacci,X,X,2018/12/13,X,X,,
9279,2017,57772K10,MAXIM INTEGRATED PRODUCTS,Tun,Doluca,X,X,2018/12/13,X,X,,
24894,2017,57793310,MAXIMUS INC,Richard,Montoni,X,X,2018/12/13,X,X,,
55434,2017,57776J10,MAXLINEAR INC,Kishore,Seendripu,X,X,2018/12/13,X,X,,
46862,2017,55264U10,MB FINANCIAL INC/MD,Mitchell,Feiger,X,X,2018/12/13,X,X,,
18958,2017,55262C10,MBIA INC,Joseph,Brown,X,X,2018/12/13,X,X,,
32096,2017,57978020,MCCORMICK & CO INC,Lawrence,Kurzius,https://twitter.com/LKurzius,LKurzius,2018/12/13,17,3,,
48752,2017,58003770,MCDERMOTT INTL INC,David,Dickson,X,X,2018/12/13,,,,
50557,2017,58013510,MCDONALD'S CORP,Stephen,Easterbrook,https://twitter.com/SteveEasterbrk,SteveEasterbrk,2018/12/13,20,0,,
13072,2017,58155Q10,MCKESSON CORP,John,Hammergren,X,X,2018/12/13,X,X,,
6245,2017,55267610,MDC HOLDINGS INC,Larry,Mizel,X,X,2018/12/13,X,X,,
43353,2017,55269010,MDU RESOURCES GROUP INC,David,Goodin,X,X,2018/12/13,X,X,,
33096,2017,58463J30,MEDICAL PROPERTIES TRUST,Edward,Aldag,X,X,2018/12/13,X,X,,
44567,2017,58468810,MEDICINES CO,Clive,Meanwell,https://twitter.com/clive_meanwell,clive_meanwell,2018/12/13,1,0,,
45008,2017,58471A10,MEDIDATA SOLUTIONS INC,Tarek,Sherif,X,X,2018/12/13,X,X,,
54898,2017,58470H10,MEDIFAST INC,Daniel,Chard,X,X,2018/12/13,X,X,,
15136,2017,58502B10,MEDNAX INC,Roger,Medel,X,X,2018/12/13,X,X,,
30256,2017,58933Y10,MERCK & CO,Kenneth,Frazier,X,X,2018/12/13,X,X,,
29739,2017,58940010,MERCURY GENERAL CORP,Gabriel,Tirador,X,X,2018/12/13,X,X,,
35903,2017,58937810,MERCURY SYSTEMS INC,Mark,Aslett,https://twitter.com/MRCY_CEO,MRCY_CEO,2018/12/13,12,8,,
17784,2017,58943310,MEREDITH CORP,Stephen,Lacy,X,X,2018/12/13,X,X,,
31636,2017,58958410,MERIDIAN BIOSCIENCE INC,John,Kraeutler,X,X,2018/12/13,X,X,,
36311,2017,58988910,MERIT MEDICAL SYSTEMS INC,Fred,Lampropoulos,X,X,2018/12/17,X,X,,
27420,2017,59001A10,MERITAGE HOMES CORP,Steven,Hilton,X,X,2018/12/17,X,X,,
36535,2017,59001K10,MERITOR INC,Jeffrey,Craig,X,X,2018/12/17,X,X,,
55716,2017,59100U10,META FINANCIAL GROUP INC,J.,Haahr,X,X,2018/12/17,X,X,,
37185,2017,59156R10,METLIFE INC,Steven,Kandarian,X,X,2018/12/17,X,X,,
26195,2017,59268810,METTLER-TOLEDO INTL INC,Olivier,Filliol,X,X,2018/12/17,X,X,,
28815,2017,55284810,MGIC INVESTMENT CORP/WI,Patrick,Sinks,X,X,2018/12/17,X,X,,
23752,2017,55295310,MGM RESORTS INTERNATIONAL,James,Murren,X,X,2018/12/17,X,X,,
59112,2017,55303J10,MGP INGREDIENTS INC,Augustus,Griffin,X,X,2018/12/17,X,X,,
48298,2017,G6075410,MICHAEL KORS HOLDINGS LTD,John,Idol,X,X,2018/12/17,X,X,,
49291,2017,59408Q10,MICHAELS COS INC,Carl,Rubin,X,X,2018/12/17,X,X,,
15672,2017,59511210,MICRON TECHNOLOGY INC,D.,Durcan,X,X,2018/12/17,X,X,,
22558,2017,59513710,MICROSEMI CORP,James,Peterson,X,X,2018/12/17,X,X,,
47866,2017,59491810,MICROSOFT CORP,Satya,Nadella,https://twitter.com/satyanadella,satyanadella,2018/12/17,18,2,,
18581,2017,59497240,MICROSTRATEGY INC,Michael,Saylor,https://twitter.com/michael_saylor,michael_saylor,2018/12/17,12,8,,
31525,2017,59522J10,MID-AMERICA APT CMNTYS INC,H.,Bolton,X,X,2018/12/17,X,X,,
45537,2017,60315810,MINERALS TECHNOLOGIES INC,Douglas,Dietrich,X,X,2018/12/17,X,X,,
32843,2017,55306N10,MKS INSTRUMENTS INC,Gerald,Colella,X,X,2018/12/17,X,X,,
31357,2017,60782810,MODINE MANUFACTURING CO,Thomas,Burke,X,X,2018/12/17,X,X,,
8367,2017,60819010,MOHAWK INDUSTRIES INC,Jeffrey,Lorberbaum,X,X,2018/12/17,X,X,,
60240,2017,60855R10,MOLINA HEALTHCARE INC,Joseph,Zubretsky,X,X,2018/12/17,X,X,,
37210,2017,60871R20,MOLSON COORS BREWING CO,Mark,Hunter,X,X,2018/12/17,X,X,,
45017,2017,60877T10,MOMENTA PHARMACEUTICALS INC,Craig,Wheeler,X,X,2018/12/17,X,X,,
33260,2017,60902710,MONARCH CASINO & RESORT INC,John,Farahi,X,X,2018/12/17,X,X,,
23492,2017,60920710,MONDELEZ INTERNATIONAL INC,Irene,Rosenfeld,X,X,2018/12/17,X,X,,
45159,2017,60935Y20,MONEYGRAM INTERNATIONAL INC,W.,Holmes,X,X,,,,,
43006,2017,60983910,MONOLITHIC POWER SYSTEMS INC,Michael,Hsing,X,X,,,,,
44327,2017,61022P10,MONOTYPE IMAGING HOLDINGS,Scott,Landers,X,X,,,,,
23503,2017,61166W10,MONSANTO CO,Hugh,Grant,X,X,,,,,
29960,2017,61174X10,MONSTER BEVERAGE CORP,Rodney,Sacks,X,X,,,,,
20223,2017,61536910,MOODY'S CORP,Raymond,McDaniel,X,X,,,,,
36530,2017,61539420,MOOG INC -CL A,John,Scannell,X,X,,,,,
42285,2017,61744644,MORGAN STANLEY,James,Gorman,X,X,,,,,
44925,2017,61945C10,MOSAIC CO,James,ORourke,https://twitter.com/JocOrourke,JocOrourke,2018/12/20,17,3,??????,
26740,2017,62007630,MOTOROLA SOLUTIONS INC,Gregory,Brown,https://twitter.com/gregbrownmoto,gregbrownmoto,2018/12/20,9,11,??????,
33385,2017,62458010,MOVADO GROUP INC,Efraim,Grinberg,X,X,,,,,
30632,2017,55349810,MSA SAFETY INC,William,Lambert,X,X,,,,,
43153,2017,55353010,MSC INDUSTRIAL DIRECT -CL A,Erik,Gershwind,X,X,,,,,
40035,2017,55354G10,MSCI INC,Henry,Fernandez,X,X,,,,,
46448,2017,55377710,MTS SYSTEMS CORP,Jeffrey,Graves,X,X,,,,,
32856,2017,62475610,MUELLER INDUSTRIES,Gregory,Christopher,X,X,,,,,
40646,2017,62671710,MURPHY OIL CORP,Roger,Jenkins,X,X,,,,,
47897,2017,62675510,MURPHY USA INC,R.,Clyde,X,X,,,,,
52522,2017,62846410,MYERS INDUSTRIES INC,R.,Banyard,X,X,,,,,
34825,2017,N5946510,MYLAN NV,Heather,Bresch,X,X,,,,,
51528,2017,55405W10,MYR GROUP INC,Richard,Swartz,X,X,,,,,
54383,2017,62855J10,MYRIAD GENETICS INC,Mark,Capone,X,X,,,,,
54773,2017,62877810,N B T BANCORP INC,John,Watt,X,X,,,,,
2680,2017,G6359F10,NABORS INDUSTRIES LTD,Anthony,Petrello,X,X,,,,,
1638,2017,62957910,NACCO INDUSTRIES -CL A,Alfred,Rankin,X,X,,,,,
44408,2017,63007710,NANOMETRICS INC,Timothy,Stultz,X,X,,,,,
35980,2017,63110310,NASDAQ INC,Adena,Friedman,https://twitter.com/adenatfriedman,adenatfriedman,2018/12/23,18,2,,
54021,2017,63370710,NATIONAL BANK HLDGS CORP,G.,Laney,X,X,,,,,
28299,2017,63618010,NATIONAL FUEL GAS CO,Ronald,Tanski,X,X,,,,,
21755,2017,63651810,NATIONAL INSTRUMENTS CORP,Alexander,Davern,X,X,,,,,
30998,2017,63707110,NATIONAL OILWELL VARCO INC,Clay,Williams,X,X,,,,,
3608,2017,63721510,NATIONAL PRESTO INDS INC,Maryjo,Cohen,X,X,,,,,
27907,2017,63741710,NATIONAL RETAIL PROPERTIES,Julian,Whitehurst,X,X,,,,,
55697,2017,63787010,NATIONAL STORAGE AFFILIATES,Arlen,Nordhagen,X,X,,,,,
45906,2017,63902710,NATURES SUNSHINE PRODS INC,Gregory,Probert,X,X,,,,,
35791,2017,63905010,NATUS MEDICAL INC,James,Hawkins,X,X,,,,,
45544,2017,63910B10,NAUTILUS INC,Bruce,Cazenave,X,X,,,,,
23859,2017,63938C10,NAVIENT CORP,John,Remondi,X,X,,,,,
28006,2017,63935N10,NAVIGANT CONSULTING INC,Julie,Howard,X,X,,,,,
34991,2017,63890410,NAVIGATORS GROUP INC,Stanley,Galanski,X,X,,,,,
46441,2017,6.39E+14,NAVISTAR INTERNATIONAL CORP,Troy,Clarke,X,X,,,,,
29744,2017,62885220,NCI BUILDING SYSTEMS INC,Norman,Chambers,X,X,,,,,
30276,2017,6.29E+14,NCR CORP,William,Nuti,https://twitter.com/bill_nuti?lang=en,Bill_Nuti,2018/11/23,19,1,,
38648,2017,64007910,NEENAH PAPER INC,John,O'Donnell,X,X,,,,,
51446,2017,64026810,NEKTAR THERAPEUTICS,Howard,Robin,X,X,,,,,
32861,2017,64110L10,NETFLIX INC,Wilmot,Hastings,https://twitter.com/reedhastings,reedhastings,2018/11/23,8,12,,
29748,2017,64111Q10,NETGEAR INC,C.,Lo,X,X,,,,,
6360,2017,64602510,NEW JERSEY RESOURCES CORP,Laurence,Downes,X,X,,,,,
15160,2017,64944510,NEW YORK CMNTY BANCORP INC,Joseph,Ficalora,X,X,,,,,
58410,2017,64960450,X,Steven,Mumma,X,X,,,,,
46722,2017,65011110,NEW YORK TIMES CO -CL A,Mark J.,Thompson,X,X,2018/12/23,,,,
45243,2017,65122910,NEWELL BRANDS INC,Michael,Polk,https://twitter.com/michaelpolk55,MichaelPolk55,2018/12/23,18,2,"????????????????????????
",
28847,2017,65129010,NEWFIELD EXPLORATION CO,Lee,Boothby,X,X,2018/12/23,,,,
5312,2017,65158710,NEWMARKET CORP,Thomas,Gottwald,X,X,2018/12/23,,,,
46724,2017,65163910,NEWMONT MINING CORP,Gary,Goldberg,X,X,2018/12/23,,,,
47829,2017,65171850,NEWPARK RESOURCES,Paul,Howes,X,X,2018/12/23,,,,
47887,2017,65249B10,NEWS CORP,Robert,Thomson,X,X,2018/12/23,,,,
26848,2017,65339F10,NEXTERA ENERGY INC,James,Robo,https://twitter.com/JimRoboCEO,JimRoboCEO,2018/12/23,PROTECTED,PROTECTED,,
46561,2017,62914B10,NIC INC,Harry,Herington,https://twitter.com/harryatnic,HarryatNIC,2018/12/23,PROTECTED,PROTECTED,,
49062,2017,G6518L10,NIELSEN HOLDINGS PLC,Dwight,Barns,https://twitter.com/mitchbarns,MitchBarns,2018/12/23,16,4,https://www.linkedin.com/in/mitch-barns-8111771/,
25263,2017,62913F50,NII HOLDINGS INC,Steven,Shindler,X,X,2018/12/23,,,https://www.linkedin.com/in/steve-shindler-0621226/,
47067,2017,65473P10,NISOURCE INC,Joseph,Hamrock,X,X,2018/12/23,,,,
55604,2017,62920930,NMI HOLDINGS INC,Bradley,Shuster,X,X,2018/12/23,,,,
35367,2017,G6543110,NOBLE CORP PLC,David,Williams,X,X,2018/12/23,,,,
28685,2017,65504410,NOBLE ENERGY INC,David,Stover,X,X,2018/12/23,,,,
43074,2017,65566310,NORDSON CORP,Michael,Hilton,X,X,2018/12/23,,,??????https://twitter.com/NordstromCEO,
16522,2017,65566410,NORDSTROM INC,Blake,Nordstrom,X,X,2018/12/23,,,,
34269,2017,65584410,NORFOLK SOUTHERN CORP,James,Squires,X,X,2018/12/23,,,,
28546,2017,66585910,NORTHERN TRUST CORP,Frederick,Waddell,https://twitter.com/FredWaddell2016,FredWaddell2016,2018/12/23,0,0,???????????,
51508,2017,66611T10,NORTHFIELD BANCORP INC,Steven,Klein,X,X,2018/12/23,,,https://www.linkedin.com/in/steven-klein-a7842341/,
30956,2017,66680710,NORTHROP GRUMMAN CORP,Wesley,Bush,X,X,2018/12/23,,,,
44523,2017,66734010,NORTHWEST BANCSHARES INC,William,Wagner,X,X,2018/12/23,,,,
31068,2017,66765510,NORTHWEST NATURAL GAS CO,David,Anderson,X,X,2018/12/23,,,https://www.linkedin.com/in/david-anderson-7655113/,
36953,2017,66807430,NORTHWESTERN CORP,Robert,Rowe,X,X,2018/12/23,,,,
55763,2017,G6672110,NORWEGIAN CRUISE LINE HLDGS,Frank,Del Rio,X,X,2018/12/23,,,,
49483,2017,67011P10,NOW INC,Robert,Workman,X,X,2018/12/22,,,,
42731,2017,62937750,NRG ENERGY INC,Mauricio,Gutierrez,https://twitter.com/nrgmauricio,NRGMauricio,2018/12/22,13,7,https://www.linkedin.com/in/mauricio-gutierrez-94274a10/,
50705,2017,62941060,NTN BUZZTIME INC,Ram,Krishnan,X,X,2018/12/22,,,https://www.linkedin.com/in/ramkrishnan/,
54414,2017,67018T10,NU SKIN ENTERPRISES -CL A,Ritch,Wood,X,X,2018/12/22,,,,
26820,2017,67034610,NUCOR CORP,John,Ferriola,X,X,2018/12/22,,,https://www.linkedin.com/in/john-ferriola-b66a1437/,
47590,2017,67069D10,NUTRISYSTEM INC,Dawn,Zier,https://twitter.com/dawnzierntri,DawnZierNTRI,2018/12/22,11,9,https://www.linkedin.com/in/dawnzier/,
53137,2017,67070410,NUVASIVE INC,Gregory,Lucier,X,X,2018/12/22,,,https://www.linkedin.com/in/gregory-lucier-5612a7133/,
19856,2017,62944T10,NVR INC,Paul,Saville,X,X,2018/12/22,,,,
60297,2017,67421510,OASIS PETROLEUM INC,Thomas,Nusz,X,X,2018/12/22,,,,
50088,2017,67459910,OCCIDENTAL PETROLEUM CORP,Vicki,Hollub,X,X,2018/12/22,,,,
48773,2017,67523210,OCEANEERING INTERNATIONAL,Roderick,Larson,X,X,2018/12/22,,,https://www.linkedin.com/in/roderick-larson-120a513/,
55038,2017,67555N20,OCLARO INC,Gregory,Dougherty,X,X,2018/12/22,,,,
59099,2017,67622010,OFFICE DEPOT INC,Gerry,Smith,X,X,2018/12/22,,,,
49873,2017,67103X10,OFG BANCORP,Jos,Fernndez,X,X,2018/12/22,,,https://www.linkedin.com/in/jose-rafael-fernandez-83a05134/?originalSubdomain=pr,
40694,2017,67083710,OGE ENERGY CORP,Robert,Trauschke,X,X,2018/12/22,,,,
37477,2017,67802610,OIL STATES INTL INC,Cynthia,Taylor,X,X,2018/12/22,,,https://www.linkedin.com/in/cindy-taylor-48133347/,
29754,2017,67958010,OLD DOMINION FREIGHT,David,Congdon,X,X,2018/12/22,,,https://www.linkedin.com/in/david-congdon-b296aa27/,
34902,2017,68003310,OLD NATIONAL BANCORP,Robert,Jones,X,X,2018/12/22,,,https://www.linkedin.com/in/bob-jones-0708472a/,
10945,2017,68022310,OLD REPUBLIC INTL CORP,Aldo,Zucaro,X,X,2018/12/22,,,https://www.linkedin.com/in/al-zucaro-a2147b13/,
30220,2017,68066520,OLIN CORP,John,Fischer,X,X,2018/12/22,,,,
53665,2017,68111610,OLLIE'S BARGAIN OUTLET HLDGS,Mark,Butler,X,X,2018/12/22,,,,
36346,2017,68162K10,OLYMPIC STEEL INC,Michael,Siegal,X,X,2018/12/22,,,https://www.linkedin.com/in/michael-siegal-1a1989b/,
39486,2017,68193610,OMEGA HEALTHCARE INVS INC,C.,Pickett,X,X,2018/12/22,,,,
34909,2017,68213N10,OMNICELL INC,Randall,Lipps,X,X,2018/12/22,,,,
5109,2017,68191910,OMNICOM GROUP,John,Wren,X,X,2018/12/22,,,https://www.linkedin.com/in/john-wren-218445152/?originalSubdomain=uk,
52269,2017,68212910,OMNOVA SOLUTIONS INC,Anne,Noonan,X,X,2018/12/19,,,https://www.linkedin.com/in/anne-noonan-b6634913/,
48534,2017,68235P10,ONE GAS INC,Pierce,Norton,X,X,2018/12/19,,,,
40698,2017,68268010,ONEOK INC,Terry,Spencer,X,X,2018/12/19,,,,
55360,2017,68287N10,ONESPAN INC,Scott,Clements,X,X,2018/12/19,,,https://www.linkedin.com/in/scottmclements/,
53219,2017,68400010,OPUS BANK,Stephen,Gordon,X,X,2018/12/19,,,https://www.linkedin.com/in/stephen-h-gordon-7740ab167/,
54223,2017,68554V10,ORASURE TECHNOLOGIES INC,Douglas,Michels,X,X,2018/12/19,,,,
51399,2017,68557N10,ORBITAL ATK INC,David,Thompson,X,X,2018/12/19,,,https://www.linkedin.com/in/david-thompson-6972b816a/,
19333,2017,67103H10,O'REILLY AUTOMOTIVE INC,Gregory,Henslee,X,X,2018/12/19,,,,
42894,2017,68628V30,ORION GROUP HOLDINGS INC,Mark,Stauffer,X,X,2018/12/19,,,https://www.linkedin.com/in/mark-stauffer-5000553a/,
44639,2017,68633D10,ORITANI FINANCIAL CORP,Kevin,Lynch,X,X,2018/12/19,,,,
54342,2017,N6748L10,ORTHOFIX INTERNATIONAL NV,Bradley,Mason,X,X,2018/12/19,,,,
43096,2017,68823920,OSHKOSH CORP,Wilson,Jones,X,X,2018/12/19,,,,
42724,2017,67104410,OSI SYSTEMS INC,Deepak,Chopra,X,X,2018/12/18,,,,
54657,2017,69036R86,OVERSEAS SHIPHOLDING GROUP,Samuel,Norton,X,X,2018/12/18,,,,
52544,2017,69073210,OWENS & MINOR INC,Paul,Phipps,X,X,2018/12/18,,,https://www.linkedin.com/in/cody-phipps-79816619/,
22897,2017,69074210,OWENS CORNING,Michael,Thaman,X,X,2018/12/18,,,,
50581,2017,69076840,OWENS-ILLINOIS INC,Andres,Lopez,X,X,2018/12/18,,,https://www.linkedin.com/in/andres-lopez-7680a611/,
29809,2017,69149730,OXFORD INDUSTRIES INC,Thomas,Chubb,X,X,2018/12/18,,,https://www.linkedin.com/in/thomas-c-chubb-iii-1080986/,
39091,2017,69371810,PACCAR INC,Ronald,Armstrong,X,X,2018/12/18,,,,
55745,2017,69478X10,PACIFIC PREMIER BANCORP INC,Steven,Gardner,X,X,2018/12/18,,,https://www.linkedin.com/in/steve-gardner-807bb612,
22735,2017,69515610,PACKAGING CORP OF AMERICA,Mark,Kowlzan,X,X,2018/12/18,,,,
35704,2017,69526310,PACWEST BANCORP,Matthew,Wagner,X,X,2018/12/18,,,,
17117,2017,69881310,PAPA JOHNS INTERNATIONAL INC,John,Schnatter,https://twitter.com/iampapajohn,IAmPapaJohn,2018/12/18,6,14,,
55676,2017,69888T20,PAR PACIFIC HOLDINGS INC,William,Pate,X,X,2018/12/18,,,,
10404,2017,70041620,PARK ELECTROCHEMICAL CORP,Brian,Shore,X,X,2018/12/18,,,,
47080,2017,70108110,PARKER DRILLING CO,Gary,Rich,X,X,2018/12/18,,,https://www.linkedin.com/in/gary-rich-81152a17/,
42920,2017,70109410,PARKER-HANNIFIN CORP,Thomas,Williams,X,X,2018/12/18,,,https://www.linkedin.com/in/thomas-williams-785784156/,
53555,2017,70334310,PATRICK INDUSTRIES INC,Todd,Cleveland,X,X,2018/12/18,,,,
47275,2017,70348110,PATTERSON-UTI ENERGY INC,William,Hendricks,X,X,2018/12/18,,,,
51420,2017,70450Y10,PAYPAL HOLDINGS INC,Daniel,Schulman,https://twitter.com/dan_schulman,Dan_Schulman,2018/12/18,20,0,,
55457,2017,69318G10,PBF ENERGY INC,Thomas,Nimbley,X,X,2018/12/18,,,,
