CO_PER_ROL,YEAR,CUSIP,CONAME,EXEC_FNAME,EXEC_LNAME,TWITTER,T_NAME,Search Date,company related,personal related,Note,
45253,2017,94974610,WELLS FARGO & CO,Timothy,Sloan,X,X,2018/11/24,,,https://www.linkedin.com/in/timothy-sloan-58883718/,
50517,2017,95040Q10,WELLTOWER INC,Thomas,DeRosa,X,X,2018/11/23,,,,
48706,2017,95058W10,WENDY'S CO,Todd,Penegor,https://twitter.com/toddpenegor33,toddpenegor33,2018/11/23,20,0,???????????????????wendy's,
28890,2017,95075510,WERNER ENTERPRISES INC,Derek,Leathers,https://twitter.com/derek_leathers,Derek_Leathers,2018/11/23,18,2,,
17260,2017,95709010,WESTAMERICA BANCORPORATION,David,Payne,X,X,2018/11/23,,,,
29956,2017,95810210,WESTERN DIGITAL CORP,Stephen,Milligan,X,X,2018/11/23,,,,
36009,2017,95980210,WESTERN UNION CO,Hikmet,Ersek,https://twitter.com/westernunionceo,WesternUnionCEO,2018/11/23,13,7,,
26579,2017,96145D10,WESTROCK CO,Steven,Voorhees,X,X,2018/11/23,,,https://www.linkedin.com/in/steve-voorhees-1850b71/,
35230,2017,96208T10,WEX INC,Melissa,Smith,X,X,2018/11/23,,,,
48488,2017,96216610,WEYERHAEUSER CO,Doyle,Simons,X,X,2018/11/23,,,,
23321,2017,92924F10,WGL HOLDINGS INC,Terry,McCallister,X,X,2018/11/23,,,https://www.linkedin.com/in/terry-mccallister-b68089a/,
13990,2017,96332010,WHIRLPOOL CORP,Jeffrey,Fettig,X,X,2018/11/23,,,,
55813,2017,96608420,WHITESTONE REIT,James,Mastandrea,X,X,2018/11/23,,,,
54305,2017,55207470,WILLIAM LYON HOMES,Matthew,Zaist,X,X,2018/11/23,,,https://www.linkedin.com/in/matthew-zaist-01949696/,
30996,2017,96945710,WILLIAMS COS INC,Alan,Armstrong,X,X,2018/11/23,,,https://www.linkedin.com/in/alan-armstrong-7696449/,
24471,2017,96990410,WILLIAMS-SONOMA INC,Laura,Alber,https://twitter.com/nonamemarin,nonamemarin,2018/11/23,1,1,Upenn?????????,
55059,2017,G9662910,WILLIS TOWERS WATSON PLC,John,Haley,https://twitter.com/johnjameshaley,JohnJamesHaley,2018/11/23,20,0,,
40005,2017,97382A30,WINDSTREAM HOLDINGS INC,Anthony,Thomas,https://twitter.com/tonythomaswin,TonyThomasWIN,2018/11/23,15,5,,
53922,2017,97415510,WINGSTOP INC,Charles,Morrison,https://twitter.com/wingstopceo,WingstopCEO,2018/11/23,10,10,https://www.linkedin.com/in/charlie-morrison-7269b55/,
53590,2017,97463710,WINNEBAGO INDUSTRIES,Michael,Happe,X,X,2018/11/23,,,,
27728,2017,97650W10,WINTRUST FINANCIAL CORP,Edward,Wehmer,X,X,2018/11/23,,,,
51272,2017,97717P10,WISDOMTREE INVESTMENTS INC,Jonathan,Steinberg,X,X,2018/11/23,,,,
14352,2017,97809710,WOLVERINE WORLD WIDE,Blake,Krueger,X,X,2018/11/23,,,https://www.linkedin.com/in/blake-krueger-b9b574b/,
22583,2017,98074510,WOODWARD INC,Thomas,Gendron,X,X,2018/11/23,,,,
29803,2017,98147510,WORLD FUEL SERVICES CORP,Michael,Kasbar,https://twitter.com/kazzy13a,kazzy13a,2018/11/23,1,1,????????????????????,
51870,2017,98156Q10,WORLD WRESTLING ENTMT INC,Vincent,McMahon,https://twitter.com/vincemcmahon,VinceMcMahon,2018/11/23,17,3,,
51048,2017,98212B10,WPX ENERGY INC,Richard,Muncrief,X,X,2018/11/23,,,,
36023,2017,98310W10,WYNDHAM DESTINATIONS INC,Stephen,Holmes,X,X,2018/11/23,,,,
37104,2017,98313410,WYNN RESORTS LTD,Stephen,Wynn,https://twitter.com/stevewynnfacts,stevewynnfacts,2018/11/23,12,2,,
30792,2017,98389B10,XCEL ENERGY INC,Benjamin G.,Fowke,X,X,2018/11/23,,,https://www.linkedin.com/in/benfowke/,
22551,2017,98400J10,XCERRA CORP,David,Tacelli,X,X,2018/11/23,,,https://www.linkedin.com/in/david-tacelli-179b27a8/,
50632,2017,98412160,XEROX CORP,Jeffrey,Jacobson,X,X,2018/11/22,,,https://www.linkedin.com/in/jeffjacobson1/,
36996,2017,98391910,XILINX INC,Moshe,Gavrielov,X,X,2018/11/22,,,,
36946,2017,G9829410,XL GROUP LTD,Michael,McGavick,X,X,2018/11/22,,,,
49101,2017,98377210,XO GROUP INC,Michael,Steib,https://twitter.com/msteib,msteib,2018/11/22,0,20,https://www.linkedin.com/in/msteib/,
52619,2017,98419J20,XOMA CORP,James,Neal,X,X,2018/11/22,,,https://www.linkedin.com/in/jim-neal-1661904/,
55079,2017,98421B10,XPERI CORPORATION,Jon,Kirchner,X,X,2018/11/22,,,https://www.linkedin.com/in/jonkirchner1/,
50421,2017,98419M10,XYLEM INC,Patrick,Decker,https://twitter.com/patrickkdecker,PatrickKDecker,2018/11/22,5,15,,
25692,2017,98424960,YRC WORLDWIDE INC,James,Welch,X,X,2018/11/22,,,https://www.linkedin.com/in/james-welch-33906913/,
37226,2017,98849810,YUM BRANDS INC,Greg,Creed,X,X,2018/11/22,,,https://www.linkedin.com/in/gregcreed/,
35241,2017,98920710,ZEBRA TECHNOLOGIES CP -CL A,Anders,Gustafsson,X,X,2018/11/22,,,,
25139,2017,98956P10,ZIMMER BIOMET HOLDINGS INC,David,Dvorak,X,X,2018/11/22,,,,
6973,2017,98970110,ZIONS BANCORPORATION,Harris,Simmons,X,X,2018/11/22,,,https://www.linkedin.com/in/harris-simmons-bba564a3/,
55243,2017,98974P10,ZIX CORP,David,Wagner,https://twitter.com/DWagnerPSU,DWagnerPSU,2018/11/22,6,14,,
47879,2017,98978V10,ZOETIS INC,Juan,Alaix,X,X,2018/11/22,,,,
35244,2017,98981710,ZUMIEZ INC,Richard,Brooks,X,X,2018/11/22,,,,
